DMA,Sector,Household,Non-household
1869,WF10 2,222,36
1869,WF10 4,94,16
1870,BD21 2,271,7
1870,BD22 6,521,8
1871,BD20 7,75,10
1871,BD20 8,941,85
1872,S10 2,710,156
1873,DN9 1,477,42
1874,YO61 3,2358,281
1875,LS11 5,575,80
1875,LS11 6,807,43
1876,HU5 1,987,54
1877,WF16 0,318,221
1877,WF16 9,160,30
1878,WF4 4,638,24
1879,HU9 3,1013,38
1880,LS4 2,741,38
1882,HG3 2,33,10
1882,HG3 4,39,9
1883,S75 6,1441,97
1884,BD4 6,996,9
1885,LS27 0,219,8
1886,YO23 3,73,16
1888,LS15 7,449,9
1889,BD16 1,373,22
1890,YO62 6,21,14
1891,DL7 9,318,41
1891,DL8 2,546,25
1892,DN14 6,464,17
1892,DN14 8,322,15
1893,HD8 8,570,16
1894,DN7 6,676,79
1895,YO42 1,68,7
1895,YO42 2,2113,136
1896,S17 4,841,10
1897,YO42 2,1020,49
1898,WF12 0,1174,35
1899,BD23 4,68,13
1900,LS25 6,1917,90
1901,BD14 6,588,9
1902,S75 2,1679,50
1903,DL11 7,224,20
1904,LS16 7,703,8
1905,HU17 0,933,152
1905,HU17 8,168,85
1905,HU17 9,771,79
1906,LS19 6,1136,48
1906,LS19 7,1464,65
1907,HD3 3,1079,16
1908,HD9 1,74,10
1908,HD9 2,207,9
1909,WF17 5,153,17
1909,WF17 8,326,22
1910,HD5 8,942,11
1911,WF14 0,771,18
1911,WF14 9,731,9
1912,HD7 6,261,19
1913,YO41 5,355,52
1913,YO42 1,72,37
1914,DN11 9,815,49
1914,S66 7,91,16
1916,S63 8,784,27
1917,S6 3,752,67
1918,S11 7,807,25
1919,YO30 6,1064,12
1920,YO22 4,108,8
1921,DL9 4,845,40
1922,HD8 8,134,17
1924,S8 0,879,11
1925,S13 8,1116,28
1925,S13 9,611,45
1926,HD2 2,787,12
1927,YO22 5,191,38
1928,S3 9,691,37
1929,YO23 3,180,25
1930,DN6 8,1875,30
1931,WF17 7,635,20
1931,WF17 8,453,28
1932,YO8 4,24,39
1932,YO8 8,1418,113
1933,LS6 4,447,8
1934,YO7 4,120,16
1935,S62 5,108,9
1935,S62 6,58,125
1936,YO14 0,1109,31
1937,WF17 8,763,23
1938,S11 8,832,173
1939,S72 8,1467,53
1940,S1 4,65,10
1940,S2 4,690,135
1941,LS1 2,191,75
1941,LS1 4,654,77
1943,DL8 3,39,14
1944,HG4 3,84,14
1945,HX1 4,415,21
1945,HX2 0,320,17
1946,HG5 0,317,9
1946,HG5 9,693,29
1947,YO25 4,441,45
1948,WF9 4,821,32
1949,LS25 1,1075,21
1949,LS25 2,369,10
1950,BD5 8,546,26
1951,YO25 8,57,25
1952,YO14 0,1085,16
1953,TS13 5,59,30
1953,YO21 2,56,29
1953,YO21 3,130,62
1954,HD5 8,49,6
1954,HD5 9,1042,20
1955,LS29 0,179,6
1955,LS29 8,26,63
1955,LS29 9,1672,226
1956,HD3 4,246,8
1956,HD7 4,895,13
1957,WF2 8,363,29
1957,WF2 9,25,63
1958,WF4 3,986,38
1959,BD23 6,64,11
1960,YO21 1,1539,185
1960,YO21 3,57,27
1961,HD5 8,730,16
1962,HU6 7,2378,41
1963,LS17 7,1555,31
1966,YO11 2,1498,56
1967,BD10 0,748,24
1968,HG3 3,47,23
1968,HG5 9,100,15
1969,LS7 3,899,14
1970,LS24 9,864,107
1971,YO1 9,524,168
1971,YO10 4,1576,110
1973,WF3 3,1048,28
1974,LS27 9,1718,48
1975,S5 7,871,14
1975,S5 8,163,12
1976,WF2 7,410,30
1977,LS26 8,525,23
1979,DL8 3,426,131
1982,S36 7,272,9
1983,S36 1,538,20
1984,YO42 1,35,14
1985,LS19 6,665,32
1986,HU3 2,104,11
1986,HU3 3,1440,105
1989,S64 9,679,240
1990,DN7 4,1934,38
1991,LS8 3,1312,23
1992,YO10 3,1497,121
1992,YO10 5,644,26
1994,S74 0,506,20
1994,S74 9,683,57
1995,HX7 5,175,12
1996,WF2 7,1111,22
1997,LS6 4,627,12
1998,WF12 8,936,42
1999,DL10 7,530,39
2000,LS14 3,294,28
2001,DN14 8,656,98
2003,S36 4,33,6
2004,BD21 5,128,12
2005,YO22 4,967,172
2007,LS10 3,1365,11
2008,YO12 7,364,89
2009,YO10 5,452,61
2011,DN5 0,778,126
2012,WF4 3,1388,45
2013,YO12 4,1046,82
2014,YO12 4,482,20
2016,YO7 2,218,74
2017,WF8 3,94,10
2018,S60 2,620,52
2019,DN5 8,1126,21
2020,BD18 2,367,8
2020,BD18 3,406,33
2021,WF17 0,1972,37
2021,WF17 9,21,16
2022,S61 1,790,87
2023,YO7 2,44,10
2024,HU7 0,335,11
2025,LA2 8,219,34
2026,S17 3,49,10
2026,S17 4,337,10
2027,BD10 8,421,32
2027,BD2 2,25,10
2028,YO25 3,137,14
2030,LS4 2,545,9
2031,WF10 4,607,24
2032,HU11 5,362,52
2032,HU18 1,202,13
2032,YO25 8,188,42
2033,BB18 5,728,171
2033,BB18 6,764,34
2034,S11 7,82,9
2034,S11 9,1232,20
2035,S60 5,1083,38
2037,S6 2,657,110
2038,DN17 3,1025,64
2038,DN9 1,349,13
2039,LS11 0,146,7
2039,LS11 9,680,46
2040,YO12 5,815,9
2041,BD3 8,644,62
2042,HD8 8,984,56
2043,YO17 6,156,78
2043,YO62 6,83,29
2044,S11 9,714,13
2046,LS7 2,186,11
2047,S14 1,897,7
2047,S2 2,30,18
2048,HD3 3,882,45
2048,HD3 4,85,7
2049,S73 0,345,77
2049,S73 8,1436,119
2053,LS16 9,95,16
2054,WF10 2,275,29
2055,HU5 1,1010,47
2056,HX1 3,236,12
2056,HX1 4,534,81
2057,LA2 7,703,98
2057,LA6 3,280,24
2058,HD6 4,458,14
2059,DL10 7,251,9
2060,S74 0,505,17
2060,S74 8,416,9
2061,DN4 9,1058,22
2062,DN5 7,732,15
2062,S64 0,96,6
2063,DL11 7,337,75
2064,S2 1,506,8
2065,S2 2,1572,22
2066,YO7 1,1255,248
2066,YO7 4,22,8
2067,WF8 2,574,8
2068,BD24 0,137,28
2069,DN1 3,484,45
2070,BD20 7,749,31
2071,LS21 1,885,20
2071,LS21 3,85,11
2072,S9 4,419,28
2073,HG3 1,468,27
2073,HG5 8,37,10
2073,LS22 4,277,34
2074,HD9 2,152,8
2075,LS7 4,1742,87
2076,S35 7,732,41
2076,S75 3,114,16
2077,DN4 9,1563,40
2078,S13 7,1071,11
2079,DL10 6,434,52
2079,DL10 7,229,15
2080,DL8 3,215,51
2080,DL8 4,231,41
2081,WF2 8,878,53
2082,WF6 1,1086,27
2082,WF6 2,300,85
2083,LS7 3,633,8
2084,HX3 6,916,45
2085,HD8 0,171,8
2085,HD8 8,310,30
2086,BD5 0,63,20
2086,BD7 1,789,71
2086,BD7 3,480,31
2087,S8 7,988,19
2088,BD5 7,134,18
2088,BD5 8,32,35
2088,BD5 9,1068,31
2089,YO12 5,661,14
2090,BD23 5,26,8
2091,S61 4,1046,11
2092,YO15 1,495,48
2093,WF6 2,1203,26
2095,BD20 5,618,15
2096,YO12 4,266,16
2097,YO24 3,149,6
2098,HG2 0,934,20
2099,S10 1,478,31
2099,S6 3,614,14
2100,WF6 1,818,18
2100,WF6 2,1468,37
2101,DN6 9,1868,54
2102,YO30 1,613,19
2102,YO30 5,439,12
2103,HU17 7,345,15
2104,LS27 8,898,188
2104,LS27 9,94,83
2106,BD21 3,392,26
2106,BD21 4,74,12
2107,YO13 9,115,30
2108,WF9 4,948,42
2109,LS28 5,1475,31
2110,HU7 4,1798,10
2111,LS8 3,508,22
2111,LS9 6,1246,55
2112,YO41 4,491,113
2113,HD2 2,1232,21
2114,LS14 3,369,9
2116,WF1 3,425,9
2117,S75 5,1152,47
2118,BD15 9,423,10
2119,HU5 5,220,29
2120,HG2 0,185,7
2120,HG2 8,1260,96
2120,HG2 9,318,6
2121,YO12 4,141,14
2122,DL10 4,126,38
2123,S3 7,412,70
2124,HX3 6,787,34
2125,DL9 3,357,8
2126,HU17 0,60,14
2126,HU17 8,1324,124
2126,HU17 9,28,78
2127,LS25 2,1063,8
2128,DN7 5,257,51
2129,LS21 3,735,11
2130,DN3 2,1263,17
2131,LS9 6,1444,32
2132,S72 0,1102,31
2134,HU14 3,252,41
2134,HU15 1,468,10
2135,LS14 6,844,37
2136,HU8 9,2353,36
2137,YO8 5,1394,21
2138,BD16 1,23,14
2138,BD16 4,1983,21
2139,BD2 2,457,23
2139,BD2 3,750,21
2140,YO7 4,84,17
2141,LS28 8,94,19
2141,LS28 9,1829,42
2143,LS28 7,618,169
2143,LS28 9,953,51
2144,LS10 3,138,9
2145,YO13 9,111,17
2146,DN5 7,254,21
2147,BD3 8,1282,85
2148,HU17 8,171,26
2149,HG3 1,605,20
2151,DL11 7,44,9
2152,HG3 4,168,8
2153,YO30 6,295,24
2153,YO30 7,1156,113
2154,LA2 8,42,22
2156,YO32 9,1442,46
2157,HX7 6,346,6
2158,DN4 0,1152,40
2159,HD3 3,245,23
2159,HX4 9,127,8
2160,LS7 3,678,10
2161,DN8 5,33,14
2162,LS17 5,480,8
2165,HU10 7,2067,42
2166,DN6 0,1106,34
2168,LS25 3,592,35
2169,WF7 5,904,21
2170,S73 8,1284,66
2171,HD9 1,147,23
2171,HD9 2,318,53
2171,HD9 3,367,75
2171,HD9 7,71,27
2172,S72 8,787,29
2173,S63 0,1466,60
2174,YO7 2,23,24
2175,HX4 0,373,16
2176,BD13 4,1168,47
2177,DN14 5,1197,90
2178,YO24 1,720,34
2178,YO24 4,21,7
2180,S6 1,955,22
2181,HD2 1,715,26
2182,WF5 8,1184,153
2183,DL8 3,210,11
2184,HD8 0,328,16
2185,DN2 6,960,11
2186,S5 0,1201,29
2187,LS26 9,1730,49
2188,S8 0,524,64
2188,S8 7,205,32
2188,S8 8,465,7
2189,HU19 2,2961,219
2190,S72 7,907,16
2191,YO15 1,215,39
2191,YO16 6,892,9
2192,S10 5,318,18
2193,BD5 8,793,17
2194,BD12 0,706,117
2194,BD6 1,182,9
2196,LS9 6,993,60
2197,BD17 5,465,37
2197,BD17 6,517,52
2198,LS6 3,1058,14
2199,LS17 7,1457,32
2200,S9 4,183,33
2200,S9 5,758,49
2201,S14 1,1167,110
2202,LS12 3,30,25
2203,LS19 7,1528,194
2204,DL6 1,639,37
2204,DL7 8,636,8
2205,WF7 5,1363,121
2205,WF7 6,552,50
2206,HD5 8,830,24
2207,BD22 7,1344,21
2208,DN12 2,216,7
2208,DN12 3,1118,96
2209,LS20 9,590,17
2209,LS29 6,44,8
2212,WF10 2,417,10
2212,WF10 3,1165,18
2213,LS12 3,710,8
2214,BD16 2,1075,60
2215,BB18 5,1166,35
2216,S65 3,466,28
2217,HG4 4,629,77
2218,S71 3,1793,18
2219,BD2 1,679,6
2220,S74 9,543,12
2222,HU6 8,2359,81
2223,LS18 4,471,13
2225,YO60 6,401,55
2226,LS28 5,817,69
2227,LS16 8,928,10
2228,HU16 4,260,14
2228,HU16 5,801,21
2229,DL7 0,221,50
2230,HU13 9,232,10
2230,HU4 7,1935,28
2231,S8 9,704,11
2232,DN14 5,1333,23
2233,BD23 3,125,9
2234,WF4 5,1298,53
2235,WF17 6,468,35
2236,S2 2,605,23
2236,S2 4,69,13
2236,S2 5,128,13
2237,HD7 4,1095,39
2238,HD3 4,729,21
2239,BD22 9,367,26
2240,HU17 7,124,24
2240,YO25 9,99,13
2242,S6 5,314,12
2243,LS16 5,1224,37
2243,LS16 6,84,13
2245,HU17 7,490,17
2245,HU17 8,336,23
2246,LS27 7,1561,176
2247,HD2 1,1309,11
2248,BD20 7,667,11
2249,BD18 4,849,68
2250,HU5 1,45,8
2250,HU5 2,1396,86
2250,HU5 3,130,57
2251,LS24 8,51,19
2251,YO23 3,126,9
2252,DL7 0,56,15
2252,DL7 9,390,34
2253,S60 3,818,6
2255,HU4 7,1262,44
2256,BD8 7,403,34
2256,BD8 8,555,77
2256,BD9 4,161,27
2257,S8 7,1379,213
2258,YO26 4,945,28
2259,S62 5,1172,29
2260,HU12 8,905,13
2261,YO15 3,805,42
2262,DN12 3,518,18
2263,DN7 4,716,44
2263,DN7 5,1081,76
2264,HX3 0,320,9
2265,S11 8,374,32
2266,WF1 1,452,219
2267,LA2 7,572,97
2268,S9 4,1207,16
2269,S26 3,72,7
2270,HU5 2,257,16
2271,YO23 3,251,30
2271,YO26 8,585,134
2272,HD9 7,346,9
2273,HU6 0,187,20
2274,BD7 3,1001,96
2276,BD1 2,427,178
2276,BD8 8,249,71
2278,S4 7,478,19
2279,S75 3,782,18
2280,HD1 2,102,14
2280,HD1 4,753,46
2280,HD1 5,323,33
2281,WF15 7,1467,34
2282,LS11 7,695,8
2283,DN11 0,736,6
2284,HU8 7,499,27
2284,HU8 8,1450,85
2285,HU12 9,419,35
2286,DN9 1,1123,62
2287,WF11 9,393,17
2288,HX1 2,777,11
2288,HX3 0,1115,29
2289,BD23 3,149,39
2290,DN3 3,1665,80
2291,HX1 4,472,68
2291,HX1 5,54,18
2293,WF2 0,798,28
2293,WF2 9,399,11
2294,BD21 3,720,281
2294,BD21 4,661,156
2295,YO61 1,347,50
2296,S63 7,688,20
2297,DN5 7,127,17
2298,BD12 0,576,48
2298,BD12 7,543,16
2299,BD6 3,265,7
2300,S75 4,50,15
2301,HU3 6,122,12
2301,HU4 6,2815,52
2302,YO23 1,701,19
2303,DL8 5,1325,201
2304,BD3 0,929,28
2305,S64 0,2397,69
2306,DN3 2,555,13
2307,HU5 5,1112,10
2309,LS8 5,273,7
2309,LS9 7,331,61
2310,WF4 3,1193,24
2311,S71 2,1110,19
2312,DN3 3,97,8
2313,LS16 9,951,16
2314,LS17 6,421,21
2314,LS17 7,34,6
2314,LS17 8,1172,23
2314,LS17 9,191,6
2315,LS24 9,189,16
2316,LS16 5,834,7
2317,S11 7,715,20
2317,S11 8,382,78
2317,S11 9,654,27
2318,LS17 0,232,26
2318,LS17 9,25,7
2318,LS21 1,926,40
2318,LS21 2,97,40
2319,HU5 5,1496,21
2320,S4 8,362,6
2320,S5 6,1081,33
2321,BD6 2,773,29
2321,BD6 3,583,7
2322,WF8 3,300,17
2323,BD8 9,879,76
2324,S11 8,589,23
2324,S7 1,158,20
2324,S8 0,66,40
2324,S8 9,652,13
2327,HU11 4,96,13
2327,HU18 1,24,13
2330,DN6 7,1341,74
2332,BD5 0,72,40
2334,BD10 8,1201,23
2335,S1 4,163,9
2335,S10 2,26,15
2335,S3 7,732,11
2336,HD9 2,91,8
2337,BD5 9,1081,27
2338,LS13 2,86,16
2338,LS13 3,592,31
2338,LS13 4,122,12
2340,S26 1,672,8
2341,S11 7,565,13
2341,S11 8,1147,131
2342,BD2 2,1230,41
2343,S6 2,843,9
2343,S6 3,158,28
2344,S60 2,329,11
2344,S65 2,1071,25
2345,BD4 8,651,8
2346,BD24 0,340,29
2346,BD24 9,425,62
2347,YO60 6,54,16
2347,YO60 7,357,101
2348,BD10 0,116,20
2348,LS19 6,385,12
2348,LS19 7,883,65
2349,LS12 4,107,46
2349,LS12 5,509,14
2350,S8 8,1212,31
2351,LS4 2,1361,61
2352,DN5 9,1451,91
2353,HU2 8,248,57
2354,HG3 2,1063,18
2355,WF1 2,218,50
2355,WF3 3,930,32
2355,WF3 4,384,10
2356,WF2 8,953,17
2356,WF2 9,209,42
2357,S6 1,810,68
2357,S6 2,76,13
2357,S6 4,877,67
2358,BD16 1,568,30
2359,YO26 8,239,30
2359,YO26 9,398,48
2361,WF1 2,228,156
2361,WF1 3,43,73
2362,LS25 7,637,12
2363,S63 6,629,9
2363,S63 7,520,49
2364,HG2 7,516,34
2364,HG5 8,246,31
2365,S25 2,393,29
2365,S25 3,791,168
2365,S25 4,218,73
2366,LS29 7,1937,48
2367,HG3 1,29,9
2368,YO11 3,1159,52
2369,YO21 1,396,29
2370,S65 4,912,32
2371,S13 8,850,10
2373,WF5 0,953,29
2374,S10 1,40,18
2374,S6 3,910,12
2375,YO22 4,673,92
2376,DN9 2,701,26
2377,LS8 2,202,20
2378,HU1 1,270,141
2378,HU1 2,227,90
2379,YO10 3,779,10
2380,WF1 5,295,9
2381,HG3 5,152,20
2382,DN4 0,893,70
2383,DN9 2,192,18
2385,S64 8,1333,38
2386,YO7 1,1435,55
2387,DL10 4,1152,239
2388,LA6 3,183,35
2389,LS26 0,473,22
2389,LS26 8,28,16
2389,WF3 3,627,20
2389,WF3 4,56,6
2390,YO13 9,84,44
2391,YO1 7,104,54
2391,YO31 7,909,37
2391,YO31 8,1079,24
2392,YO25 3,127,33
2392,YO25 9,345,37
2393,HX2 8,1107,24
2394,WF4 4,305,24
2395,BD4 7,50,11
2395,BD4 8,277,13
2397,S71 4,1836,35
2398,WF4 4,798,18
2401,HG3 2,625,43
2402,YO13 0,41,38
2403,HU15 1,2844,99
2404,S81 8,157,9
2405,YO22 4,210,61
2406,LS25 1,1554,39
2407,WF4 1,325,13
2408,OL14 5,401,114
2408,OL14 7,144,40
2409,HD5 0,351,14
2410,DN3 3,1916,109
2412,S63 0,480,37
2413,S9 3,749,59
2413,S9 4,133,30
2414,HG5 8,244,15
2414,HG5 9,45,9
2415,S11 8,916,22
2416,DL6 1,131,28
2416,DL7 8,1851,323
2417,S5 7,1076,21
2418,DL8 4,432,48
2419,YO8 6,808,52
2420,HU7 4,1301,21
2421,HU17 8,1693,44
2422,HD1 4,1119,46
2422,HD1 5,264,21
2423,WF8 2,1461,28
2424,S8 8,1216,23
2425,LS17 9,708,21
2426,LS23 6,163,11
2427,DL8 1,162,38
2427,HG4 4,127,28
2428,WF14 9,1082,73
2429,HD9 2,93,10
2430,HD9 7,349,20
2431,S6 2,929,152
2431,S6 4,664,164
2432,LA2 8,127,35
